viewDate,areaMunKm,areaUcKm,uc,uf,municipio
26/01/2021,0.09,0,,TO,Aliança do Tocantins
23/01/2021,0.24,0,,TO,Ponte Alta do Tocantins
21/05/2021,0.04,0,,TO,Filadélfia
23/01/2021,0.11,0,,TO,Peixe
23/01/2021,0.08,0,,TO,Ponte Alta do Tocantins
21/05/2021,0.08,0,,TO,Pedro Afonso
23/01/2021,1.78,0,,TO,Arraias
23/01/2021,0.19,0,,TO,Peixe
23/01/2021,0.29,0,,TO,Taguatinga
23/01/2021,0,0,,TO,Ponte Alta do Bom Jesus
23/01/2021,0.27,0,,TO,Pindorama do Tocantins
23/01/2021,0.6,0,,TO,Pindorama do Tocantins
21/05/2021,0.19,0,,TO,Filadélfia
23/01/2021,0.23,0,,TO,Taguatinga
04/05/2021,0.38,0,,TO,Paranã
25/01/2021,0.28,0,,TO,Marianópolis do Tocantins
04/05/2021,0.2,0,,TO,Araguaçu
23/01/2021,0.39,0,,TO,Peixe
23/01/2021,0.32,0,,TO,Gurupi
21/05/2021,0.19,0,,TO,Abreulândia
23/01/2021,0.04,0,,TO,Dianópolis
04/05/2021,0.24,0,,TO,Sucupira
23/01/2021,0.18,0,,TO,Paranã
23/01/2021,0.03,0,,TO,Centenário
07/08/2021,0.19,0,,TO,Babaçulândia
23/01/2021,0.38,0,,TO,Paranã
10/05/2021,0.11,0,,TO,Gurupi
23/01/2021,0.11,0,,TO,Paranã
04/05/2021,0.47,0,,TO,Palmeirópolis
23/01/2021,0.12,0,,TO,São Salvador do Tocantins
23/01/2021,0.04,0,,TO,Dianópolis
23/01/2021,0.08,0,,TO,São Salvador do Tocantins
21/05/2021,0.23,0,,TO,Abreulândia
04/05/2021,0.17,0,,TO,Araguaçu
23/01/2021,0.22,0,,TO,São Salvador do Tocantins
23/01/2021,0.07,0,,TO,São Salvador do Tocantins
23/01/2021,0.24,0,,TO,Santa Maria do Tocantins
23/01/2021,0.11,0,,TO,Santa Maria do Tocantins
10/05/2021,0.28,0,,TO,Ipueiras
23/01/2021,0.33,0,,TO,Lavandeira
23/01/2021,0.46,0,,TO,Paranã
23/01/2021,0.04,0,,TO,Paranã
18/05/2021,0.08,0,,TO,Angico
23/01/2021,1.59,0,,TO,Santa Rita do Tocantins
23/01/2021,0.04,0.04,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,TO,Formosa do Rio Preto
23/01/2021,0.04,0,,TO,Formosa do Rio Preto
04/05/2021,0.54,0,,TO,Talismã
10/05/2021,0.96,0,,TO,Santa Rosa do Tocantins
23/01/2021,1.8,0,,TO,São Salvador do Tocantins
18/05/2021,0.06,0,,TO,Ananás
23/01/2021,0.59,0,,TO,Lavandeira
04/05/2021,0.24,0,,TO,Araguaçu
23/01/2021,0.12,0,,TO,São Salvador do Tocantins
21/05/2021,0.4,0,,TO,Goianorte
23/01/2021,0.08,0,,TO,Mateiros
23/01/2021,0.57,0,,TO,Paranã
23/01/2021,5.69,5.69,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,TO,Mateiros
23/01/2021,0.04,0,,TO,Mateiros
23/01/2021,0.13,0,,TO,Brejinho de Nazaré
07/08/2021,0.04,0,,TO,Araguaína
07/08/2021,0.11,0,,TO,Filadélfia
04/05/2021,0.31,0,,TO,Araguaçu
04/05/2021,0.2,0,,TO,Sandolândia
24/10/2021,0.21,0,,TO,Babaçulândia
04/05/2021,0.15,0,,TO,Alvorada
04/05/2021,0.09,0,,TO,Figueirópolis
07/07/2021,0.26,0,,TO,Taguatinga
07/07/2021,0.15,0,,TO,Taguatinga
20/01/2021,0.13,0,,TO,Lavandeira
07/07/2021,0.09,0,,TO,Taguatinga
31/12/2020,1.59,0,,TO,São Salvador do Tocantins
31/12/2020,0.21,0,,TO,Ponte Alta do Bom Jesus
31/12/2020,0.19,0,,TO,Arraias
31/12/2020,0.09,0,,TO,Taguatinga
31/12/2020,0.11,0,,TO,Conceição do Tocantins
31/12/2020,0.13,0,,TO,Aurora do Tocantins
31/12/2020,0.19,0,,TO,Aurora do Tocantins
31/12/2020,0.15,0,,TO,Aurora do Tocantins
31/12/2020,0.61,0,,TO,Conceição do Tocantins
31/12/2020,0.27,0,,TO,Lavandeira
20/01/2021,0.24,0,,TO,Lavandeira
31/12/2020,0.62,0,,TO,Peixe
31/12/2020,0.89,0,,TO,Pedro Afonso
07/07/2021,0.12,0,,TO,Taguatinga
31/12/2020,0.57,0,,TO,Pedro Afonso
20/01/2021,0.16,0,,TO,Sandolândia
31/12/2020,0.56,0,,TO,Goiatins
31/12/2020,0.35,0,,TO,Itapiratins
31/12/2020,0.17,0,,TO,Pedro Afonso
30/12/2020,0.08,0,,TO,Pium
30/12/2020,0.05,0,,TO,Caseara
30/12/2020,0.04,0,,TO,Caseara
31/12/2020,1.27,0,,TO,Paranã
07/07/2021,0.27,0,,TO,Paranã
31/12/2020,0.11,0,,TO,Pedro Afonso
04/05/2021,0.07,0,,TO,Paranã
04/05/2021,0.58,0,,TO,Paranã
10/05/2021,0.95,0,,TO,Conceição do Tocantins
10/05/2021,0.48,0,,TO,Filadélfia
20/01/2021,0.68,0,,TO,Santa Rita do Tocantins
10/05/2021,0.31,0,,TO,Peixe
07/08/2021,0.18,0,,TO,Araguaína
10/05/2021,0.8,0,,TO,Peixe
07/08/2021,0.14,0,,TO,Babaçulândia
10/05/2021,0.42,0,,TO,Peixe
07/08/2021,0.27,0,,TO,Itaguatins
07/08/2021,0.18,0,,TO,Palmeirante
07/08/2021,0.17,0,,TO,Pedro Afonso
07/08/2021,0.18,0,,TO,Filadélfia
07/08/2021,0.31,0,,TO,Nova Olinda
07/08/2021,0.38,0,,TO,Centenário
07/08/2021,0.2,0,,TO,Dois Irmãos do Tocantins
25/09/2021,0.14,0,,TO,Campos Lindos
07/08/2021,0.1,0,,TO,Rio dos Bois
07/08/2021,0.14,0,,TO,Fátima
08/01/2021,0.2,0,,TO,Paraíso do Tocantins
08/01/2021,0,0,,TO,Porto Nacional
18/05/2021,0.11,0,,TO,Monte Santo do Tocantins
10/05/2021,0.11,0,,TO,Pedro Afonso
07/08/2021,0.2,0,,TO,Fátima
07/08/2021,0.16,0,,TO,Goiatins
01/07/2021,0.78,0,,TO,Porto Nacional
31/12/2020,0.53,0,,TO,Bom Jesus do Tocantins
31/12/2020,0.62,0,,TO,Itacajá
31/12/2020,0.64,0,,TO,Conceição do Tocantins
31/12/2020,0.85,0,,TO,Goiatins
31/12/2020,0.02,0,,TO,Itacajá
31/12/2020,0.74,0,,TO,Porto Nacional
31/12/2020,0.32,0,,TO,Porto Nacional
21/05/2021,0.47,0,,TO,Santa Rita do Tocantins
04/05/2021,0.5,0,,TO,Abreulândia
08/01/2021,0.37,0.37,ESTACAO ECOLÓGICA SERRA GERAL DO TOCANTINS,TO,Ponte Alta do Tocantins
07/08/2021,0.1,0,,TO,Praia Norte
07/08/2021,0.09,0,,TO,Araguatins
07/08/2021,0.07,0,,TO,São Bento do Tocantins
07/08/2021,0.06,0,,TO,Araguatins
07/08/2021,0.07,0,,TO,Goiatins
07/08/2021,0.2,0,,TO,São Bento do Tocantins
07/08/2021,0.01,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.09,0,,TO,Miranorte
07/08/2021,0.06,0,,TO,Divinópolis do Tocantins
04/05/2021,0.7,0,,TO,Peixe
07/08/2021,0.32,0,,TO,Divinópolis do Tocantins
07/08/2021,0.21,0,,TO,Lagoa do Tocantins
16/05/2021,0.68,0,,TO,Novo Jardim
07/08/2021,0.06,0,,TO,Dois Irmãos do Tocantins
08/01/2021,0.06,0,,TO,Recursolândia
08/01/2021,0.07,0,,TO,Recursolândia
07/08/2021,0.25,0,,TO,Lagoa do Tocantins
04/05/2021,0.69,0,,TO,Abreulândia
07/08/2021,0.23,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.29,0,,TO,Porto Nacional
21/05/2021,0.52,0,,TO,Santa Rita do Tocantins
07/08/2021,0.15,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.1,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.16,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.31,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.24,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.22,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.26,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0.15,0,,TO,Lagoa do Tocantins
07/08/2021,0.21,0,,TO,Dois Irmãos do Tocantins
08/01/2021,0.05,0,,TO,Jaú do Tocantins
08/01/2021,0.17,0,,TO,Jaú do Tocantins
07/08/2021,0.14,0,,TO,Dois Irmãos do Tocantins
07/08/2021,0,0,,TO,Miranorte
07/08/2021,0.14,0,,TO,Dois Irmãos do Tocantins
01/07/2021,1.73,0,,TO,Dianópolis
07/08/2021,0.05,0,,TO,Lizarda
07/08/2021,0.24,0,,TO,Rio Sono
04/05/2021,0.15,0,,TO,Peixe
07/08/2021,0.36,0,,TO,Rio Sono
07/08/2021,0.1,0,,TO,Ponte Alta do Tocantins
07/08/2021,0.3,0,,TO,Ponte Alta do Tocantins
01/07/2021,1.57,0,,TO,Taguatinga
01/07/2021,0.09,0,,TO,Bom Jesus do Tocantins
01/07/2021,1.12,0,,TO,Pedro Afonso
21/05/2021,0.32,0,,TO,Palmas
04/05/2021,0.32,0,,TO,Peixe
01/07/2021,1.4,0,,TO,Novo Jardim
08/01/2021,0.94,0,,TO,Recursolândia
21/05/2021,0.62,0,,TO,Palmas
10/05/2021,0.35,0,,TO,Itacajá
04/05/2021,0.33,0,,TO,Peixe
08/01/2021,0.9,0,,TO,Dois Irmãos do Tocantins
08/01/2021,0.3,0,,TO,Dois Irmãos do Tocantins
18/05/2021,0.14,0,,TO,Monte Santo do Tocantins
01/07/2021,1.09,1.09,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA TABATINGA,TO,Mateiros
16/05/2021,0.25,0,,TO,Novo Jardim
23/01/2021,0.09,0,,TO,Paranã
04/05/2021,0.26,0,,TO,Peixe
10/05/2021,0.53,0,,TO,Tocantínia
04/05/2021,0.86,0,,TO,Sucupira
10/05/2021,0.08,0,,TO,Miracema do Tocantins
10/05/2021,0,0,,TO,Miranorte
08/01/2021,1.41,0,,TO,Araguacema
21/05/2021,0.64,0,,TO,Dois Irmãos do Tocantins
15/05/2021,0.08,0,,TO,Talismã
04/05/2021,0.48,0,,TO,Taguatinga
10/05/2021,0.31,0,,TO,Miracema do Tocantins
04/05/2021,0.05,0,,TO,Taguatinga
01/07/2021,0.36,0,,TO,Taguatinga
10/05/2021,1.7,0,,TO,Paranã
01/07/2021,0.91,0,,TO,Paranã
18/05/2021,0.16,0,,TO,Dois Irmãos do Tocantins
01/07/2021,0.18,0,,TO,Jaú do Tocantins
01/07/2021,0.1,0,,TO,Jaú do Tocantins
01/07/2021,0.94,0,,TO,Taguatinga
04/05/2021,0.47,0,,TO,Cristalândia
01/07/2021,0.34,0,,TO,Bom Jesus do Tocantins
16/05/2021,0.32,0,,TO,Novo Jardim
04/05/2021,0.25,0,,TO,Lagoa da Confusão
10/05/2021,1.41,0,,TO,Pedro Afonso
06/01/2021,1.06,0,,TO,Dianópolis
04/05/2021,0.05,0,,TO,Lagoa da Confusão
07/08/2021,0.23,0,,TO,Aguiarnópolis
18/05/2021,0.11,0,,TO,Dois Irmãos do Tocantins
06/01/2021,0.66,0,,TO,Lizarda
06/01/2021,0.12,0,,TO,Arraias
06/01/2021,0.04,0,,TO,Arraias
06/01/2021,0.04,0,,TO,Lizarda
24/10/2021,0.33,0,,TO,Goiatins
24/07/2021,5.49,0,,TO,Palmeirante
24/07/2021,0.01,0,,TO,Lagoa da Confusão
24/07/2021,1.86,0,,TO,Santa Rita do Tocantins
24/07/2021,2.15,0,,TO,Palmeirante
13/08/2021,0.57,0,,TO,Rio da Conceição
10/05/2021,0.42,0,,TO,Itacajá
24/10/2021,0.26,0,,TO,Palmeirante
04/05/2021,1.01,0,,TO,Peixe
24/07/2021,1.97,0,,TO,Goiatins
10/05/2021,0.19,0,,TO,Goiatins
07/08/2021,0.22,0,,TO,Pium
07/08/2021,0.25,0,,TO,Chapada da Natividade
04/05/2021,0.34,0,,TO,Peixe
04/05/2021,1.09,0,,TO,Sucupira
10/05/2021,0.81,0,,TO,Goiatins
04/03/2021,1.26,0,,TO,Arraias
10/05/2021,0.12,0,,TO,Peixe
18/05/2021,0.21,0,,TO,Araguacema
10/05/2021,1.22,0,,TO,Goiatins
04/05/2021,1.45,0,,TO,São Salvador do Tocantins
10/05/2021,0.69,0,,TO,Goiatins
04/05/2021,2.07,0,,TO,Cristalândia
10/05/2021,0.44,0,,TO,Goiatins
18/05/2021,0.19,0,,TO,Abreulândia
24/10/2021,0.15,0,,TO,Palmeirante
24/10/2021,0.4,0,,TO,Filadélfia
30/07/2021,0.81,0,,TO,Paranã
30/07/2021,0.3,0,,TO,Paranã
23/01/2021,0.04,0,,TO,Paranã
07/08/2021,1.46,0,,TO,Centenário
11/04/2021,0.09,0,,TO,Natividade
21/07/2021,0.27,0,,TO,Sandolândia
21/07/2021,0.26,0,,TO,Sandolândia
07/05/2021,1.7,0,,TO,Rio Sono
08/01/2021,0.22,0,,TO,Lagoa do Tocantins
08/01/2021,0.28,0,,TO,Lagoa do Tocantins
04/05/2021,0.15,0,,TO,Araguaçu
21/05/2021,0.21,0,,TO,Couto Magalhães
09/05/2021,1.27,0,,TO,Araguacema
08/01/2021,0.33,0,,TO,Novo Acordo
08/01/2021,0.45,0,,TO,Novo Acordo
10/05/2021,0.31,0,,TO,Rio Sono
08/01/2021,0.11,0,,TO,Novo Acordo
08/01/2021,0.32,0,,TO,Rio Sono
23/01/2021,0.03,0,,TO,São Salvador do Tocantins
21/05/2021,0.55,0,,TO,Couto Magalhães
23/01/2021,0.4,0,,TO,São Salvador do Tocantins
18/05/2021,0.09,0,,TO,Abreulândia
08/01/2021,0.21,0,,TO,Cristalândia
08/01/2021,0,0,,TO,Oliveira de Fátima
04/03/2021,0.6,0,,TO,Arraias
04/03/2021,0.3,0,,TO,Arraias
08/04/2021,3.76,0,,TO,Ananás
04/03/2021,0.21,0,,TO,Conceição do Tocantins
24/10/2021,0.3,0,,TO,Goiatins
04/03/2021,3.76,0,,TO,Arraias
21/05/2021,0.36,0,,TO,Couto Magalhães
16/04/2021,0.46,0,,TO,Cariri do Tocantins
11/04/2021,0.18,0,,TO,Lagoa do Tocantins
21/03/2021,0.65,0,,TO,Cristalândia
24/03/2021,0.17,0,,TO,São Valério
23/01/2021,0.27,0,,TO,Divinópolis do Tocantins
10/05/2021,0.35,0,,TO,Lizarda
24/03/2021,0.61,0,,TO,São Valério
16/04/2021,0.19,0,,TO,Santa Rita do Tocantins
16/04/2021,0.17,0,,TO,Cristalândia
10/05/2021,1.8,0,,TO,Rio Sono
10/05/2021,3.62,0,,TO,Paranã
10/05/2021,0.06,0,,TO,Natividade
16/12/2021,0.05,0,,SP,Limeira
24/12/2021,0.05,0,,SP,Tambaú
24/12/2021,0.03,0,,SP,Jaborandi
24/12/2021,0.06,0,,SP,Pitangueiras
24/12/2021,0.03,0,,SP,Matão
24/12/2021,0.04,0,,SP,Jaú
24/12/2021,0.03,0,,SP,Boa Esperança do Sul
24/12/2021,0.07,0,,SP,Araraquara
24/12/2021,0.06,0,,SP,Santa Rita do Passa Quatro
24/12/2021,0.06,0,,SP,Mococa
23/09/2021,0.56,0,,SP,Campina do Monte Alegre
27/05/2021,0.39,0,,SP,Boa Esperança do Sul
08/11/2021,0.13,0,,PR,Jaguariaíva
31/08/2021,0.27,0,,PI,Parnaguá
31/08/2021,0.16,0,,PI,Parnaguá
31/08/2021,0.32,0,,PI,Parnaguá
31/08/2021,0.12,0,,PI,Parnaguá
31/08/2021,0.16,0,,PI,Bom Jesus
13/12/2021,5.1,0,,PI,Gilbués
31/08/2021,0.47,0,,PI,Parnaguá
13/12/2021,0.93,0,,PI,Cristalândia do Piauí
28/08/2021,0.32,0,,PI,Cristalândia do Piauí
31/08/2021,0.18,0,,PI,Bom Jesus
31/08/2021,0.3,0,,PI,Parnaguá
28/08/2021,17,0,,PI,Currais
16/10/2021,0.47,0,,PI,Parnaguá
16/10/2021,0.28,0,,PI,Palmeira do Piauí
31/08/2021,0.21,0,,PI,Parnaguá
31/08/2021,0.82,0,,PI,Monte Alegre do Piauí
31/08/2021,0.21,0,,PI,Monte Alegre do Piauí
16/10/2021,0.41,0,,PI,Alvorada do Gurguéia
28/08/2021,0.62,0,,PI,Palmeira do Piauí
02/06/2021,0.09,0,,PI,Palmeira do Piauí
28/08/2021,1.53,0,,PI,Currais
13/12/2021,0.29,0,,PI,Parnaguá
28/08/2021,0.2,0,,PI,Corrente
18/07/2021,0.52,0,,PI,Cristalândia do Piauí
16/10/2021,0.68,0,,PI,Sebastião Leal
16/10/2021,0.78,0,,PI,Sebastião Leal
16/10/2021,0.02,0,,PI,Uruçuí
13/12/2021,0.72,0,,PI,Parnaguá
30/05/2021,0.84,0,,PI,Canto do Buriti
25/08/2021,1.15,0,,PI,Manoel Emídio
25/08/2021,1.91,0,,PI,Uruçuí
25/08/2021,0,0,,PI,Sebastião Leal
04/10/2021,0.07,0,,PI,União
27/05/2021,0.24,0,,PI,Santa Filomena
27/05/2021,0.06,0,,PI,Santa Filomena
16/10/2021,0.32,0,,PI,Parnaguá
25/08/2021,0.85,0,,PI,Currais
30/10/2021,0.23,0,,PI,Parnaguá
29/09/2021,0.5,0,,PI,Curimatá
29/09/2021,0.13,0,,PI,Uruçuí
29/09/2021,0,0,,PI,Sebastião Leal
29/09/2021,0.35,0,,PI,Curimatá
02/06/2021,0.18,0,,PI,Sebastião Leal
29/09/2021,2.31,0,,PI,Currais
19/06/2021,1.68,0,,PI,Uruçuí
02/09/2021,0.21,0,,PI,Santa Filomena
19/08/2021,0.08,0,,PI,Teresina
19/08/2021,0.58,0,,PI,Parnaguá
13/10/2021,0.44,0,,PI,Bom Jesus
30/10/2021,0.08,0,,PI,Parnaguá
03/09/2021,0.44,0,,PI,Sebastião Leal
30/10/2021,0.12,0,,PI,Parnaguá
30/10/2021,0.21,0,,PI,Parnaguá
30/10/2021,4.52,0,,PI,Parnaguá
03/09/2021,0.46,0,,PI,Santa Luz
30/10/2021,0.65,0,,PI,Parnaguá
30/10/2021,0.43,0,,PI,Parnaguá
28/09/2021,0.15,0,,PI,Santa Filomena
03/09/2021,0.57,0,,PI,Cristalândia do Piauí
03/09/2021,0.34,0,,PI,Parnaguá
30/10/2021,0.26,0,,PI,Parnaguá
02/06/2021,0.51,0,,PI,Parnaguá
13/12/2021,1.09,0,,PI,Jerumenha
02/06/2021,0,0,,PI,Ribeiro Gonçalves
02/06/2021,0.81,0,,PI,Baixa Grande do Ribeiro
05/08/2021,0.21,0,,PI,Bom Jesus
27/05/2021,2.1,0,,PI,Baixa Grande do Ribeiro
05/08/2021,0.09,0,,PI,Teresina
05/08/2021,0.06,0,,PI,Teresina
02/06/2021,0.2,0,,PI,Cristalândia do Piauí
02/06/2021,1.67,0,,PI,Bom Jesus
02/06/2021,0.1,0,,PI,Currais
05/09/2021,0.58,0,,PI,Baixa Grande do Ribeiro
02/06/2021,0.16,0,,PI,Cristalândia do Piauí
05/09/2021,0.04,0.04,ESTAÇÃO ECOLÓGICA DE URUÇUI-UNA,PI,Baixa Grande do Ribeiro
05/09/2021,0.46,0,,PI,Baixa Grande do Ribeiro
05/09/2021,0.12,0,,PI,Gilbués
05/09/2021,0.49,0,,PI,Santa Filomena
01/12/2021,0.31,0,,PI,Ribeiro Gonçalves
01/12/2021,0.51,0,,PI,Landri Sales
01/12/2021,2.66,0,,PI,Uruçuí
02/06/2021,2.56,0,,PI,Currais
02/06/2021,0.15,0,,PI,Baixa Grande do Ribeiro
02/06/2021,0.18,0,,PI,Uruçuí
17/11/2021,0.73,0,,PI,Riacho Frio
02/06/2021,0.41,0,,PI,Santa Luz
02/06/2021,0.11,0,,PI,Bom Jesus
13/12/2021,0.46,0,,PI,Gilbués
02/06/2021,0.18,0,,PI,Baixa Grande do Ribeiro
02/06/2021,0.21,0,,PI,Uruçuí
02/08/2021,0.19,0,,PI,Corrente
02/08/2021,1.49,0,,PI,Júlio Borges
02/06/2021,0.08,0,,PI,Currais
02/08/2021,0.49,0,,PI,Parnaguá
02/06/2021,0.17,0,,PI,Parnaguá
02/08/2021,0.58,0,,PI,Bom Jesus
02/06/2021,0.38,0,,PI,Currais
02/06/2021,0.05,0,,PI,Currais
02/08/2021,0.17,0,,PI,Ribeiro Gonçalves
02/08/2021,0.09,0,,PI,Avelino Lopes
20/11/2021,0.8,0,,PI,Corrente
01/12/2021,3.4,0,,PI,Ribeiro Gonçalves
16/08/2021,0.12,0,,PI,Sebastião Leal
02/06/2021,0.26,0,,PI,Parnaguá
17/11/2021,0.53,0,,PI,Riacho Frio
02/06/2021,0.4,0,,PI,Parnaguá
02/06/2021,0.59,0,,PI,Bom Jesus
02/06/2021,0.12,0,,PI,Corrente
02/06/2021,0.31,0,,PI,Corrente
02/06/2021,0.12,0,,PI,Corrente
02/06/2021,0.18,0,,PI,Parnaguá
02/06/2021,0.19,0,,PI,Corrente
11/06/2021,1.18,0,,PI,Ribeiro Gonçalves
02/06/2021,0.7,0,,PI,Corrente
02/06/2021,0.17,0,,PI,Cristalândia do Piauí
02/06/2021,0.1,0,,PI,Parnaguá
02/06/2021,0.55,0,,PI,Cristalândia do Piauí
02/06/2021,0.04,0,,PI,Cristalândia do Piauí
02/06/2021,0.07,0,,PI,Cristalândia do Piauí
16/08/2021,0.37,0,,PI,Parnaguá
17/11/2021,1.69,0,,PI,Parnaguá
20/11/2021,0.97,0,,PI,Parnaguá
13/08/2021,0.33,0,,PI,Bom Jesus
16/08/2021,0.95,0,,PI,Uruçuí
13/12/2021,2.01,0,,PI,Uruçuí
26/09/2021,0.14,0,,PI,Corrente
26/09/2021,0.47,0,,PI,Baixa Grande do Ribeiro
26/09/2021,0.07,0,,PI,Baixa Grande do Ribeiro
26/09/2021,0.11,0,,PI,Corrente
27/07/2021,0.87,0,,PI,Parnaguá
22/05/2021,0.02,0,,PI,Parnaguá
22/05/2021,1.3,0,,PI,Riacho Frio
14/06/2021,0.34,0,,PI,Corrente
14/06/2021,0.74,0,,PI,Cristalândia do Piauí
27/07/2021,0.06,0,,PI,Palmeirais
19/05/2021,0.39,0,,PI,Baixa Grande do Ribeiro
14/06/2021,0.83,0,,PI,Monte Alegre do Piauí
19/05/2021,0.12,0,,PI,Uruçuí
27/07/2021,0.1,0,,PI,Sebastião Barros
27/07/2021,0.11,0,,PI,Sebastião Barros
27/07/2021,0.12,0,,PI,Santa Rita de Cássia
27/07/2021,0.51,0,,PI,Parnaguá
27/07/2021,0.05,0,,PI,Santa Rita de Cássia
27/07/2021,0.01,0,,PI,Sebastião Barros
27/07/2021,0.27,0,,PI,Redenção do Gurguéia
27/07/2021,0.28,0,,PI,Parnaguá
19/05/2021,0.24,0,,PI,Palmeira do Piauí
19/05/2021,0,0,,PI,Cristino Castro
14/06/2021,0.32,0,,PI,Santa Luz
27/07/2021,0.2,0,,PI,Uruçuí
17/11/2021,0.03,0,,PI,Parnaguá
14/06/2021,0.23,0,,PI,Parnaguá
27/07/2021,0.47,0,,PI,Parnaguá
27/07/2021,0.41,0,,PI,Redenção do Gurguéia
19/05/2021,0.08,0,,PI,Bom Jesus
25/06/2021,1.28,0,,PI,Bom Jesus
19/05/2021,0.34,0,,PI,Baixa Grande do Ribeiro
19/05/2021,0.38,0,,PI,Uruçuí
19/05/2021,0.32,0,,PI,Uruçuí
27/07/2021,3.07,0,,PI,Currais
05/08/2021,0.4,0,,PI,Palmeira do Piauí
27/07/2021,0.11,0,,PI,Sebastião Leal
10/07/2021,1.46,0,,PI,Riacho Frio
27/07/2021,0.1,0,,PI,Sebastião Leal
27/07/2021,0.12,0,,PI,Sebastião Leal
27/07/2021,1.53,0,,PI,Uruçuí
27/07/2021,1.19,0,,PI,Cristalândia do Piauí
27/07/2021,1.4,0,,PI,Alvorada do Gurguéia
10/08/2021,0,0,ESTAÇÃO ECOLÓGICA DE URUÇUI-UNA,PI,Baixa Grande do Ribeiro
10/08/2021,1.01,0,,PI,Baixa Grande do Ribeiro
10/08/2021,1.48,0,,PI,Cristalândia do Piauí
19/05/2021,0.18,0,,PI,Teresina
19/05/2021,0.21,0,,PI,Ribeiro Gonçalves
19/05/2021,0,0,,PI,Baixa Grande do Ribeiro
27/07/2021,0.41,0,,PI,Cristalândia do Piauí
13/10/2021,0.22,0,,PI,Bom Jesus
21/05/2021,6.9,0,,PI,Santa Filomena
18/07/2021,0.57,0,,PI,Baixa Grande do Ribeiro
18/07/2021,0.74,0,,PI,Uruçuí
18/07/2021,0.55,0,,PI,Palmeira do Piauí
26/09/2021,0.7,0,,PI,Uruçuí
18/07/2021,0.05,0,,PI,Palmeira do Piauí
19/05/2021,0.2,0,,PI,Baixa Grande do Ribeiro
19/05/2021,0.48,0,,PI,Baixa Grande do Ribeiro
19/05/2021,0.11,0,,PI,Sebastião Leal
19/05/2021,0.1,0,,PI,Landri Sales
02/06/2021,3.72,0,,PI,Currais
13/05/2021,0.17,0,,PI,Jerumenha
17/06/2021,0.4,0,,PI,Sebastião Leal
13/08/2021,0.38,0,,PI,Sebastião Barros
26/09/2021,1.28,0,,PI,Alvorada do Gurguéia
30/07/2021,0.09,0,,PI,Santa Filomena
30/07/2021,0.68,0,,PI,Santa Filomena
30/07/2021,0.88,0,,PI,Uruçuí
30/07/2021,0.79,0,,PI,Santa Filomena
24/07/2021,0.79,0,,PI,Cristalândia do Piauí
24/07/2021,0.16,0,,PI,Santa Luz
24/07/2021,0.71,0,,PI,Santa Filomena
24/07/2021,0.41,0,,PI,Currais
24/07/2021,0.14,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.28,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.29,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.24,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.94,0,,PI,Baixa Grande do Ribeiro
19/05/2021,0.67,0,,PI,Gilbués
24/07/2021,0.51,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.73,0,,PI,Baixa Grande do Ribeiro
24/07/2021,0.15,0,,PI,Baixa Grande do Ribeiro
17/06/2021,0.15,0,,PI,Sebastião Leal
24/07/2021,0.19,0,,PI,Sebastião Leal
24/07/2021,1.08,0,,PI,Alvorada do Gurguéia
17/06/2021,0.23,0,,PI,Canavieira
17/06/2021,0.35,0,,PI,Sebastião Leal
24/07/2021,0.34,0,,PI,Sebastião Leal
19/05/2021,0.64,0,,PI,Alvorada do Gurguéia
24/07/2021,0.24,0,,PI,Currais
04/07/2021,0.1,0,,PI,Monte Alegre do Piauí
25/06/2021,1.89,0,,PI,Palmeira do Piauí
25/06/2021,0.86,0,,PI,Bom Jesus
30/07/2021,0.92,0,,PI,Baixa Grande do Ribeiro
08/04/2021,0.16,0,,PI,Ribeiro Gonçalves
08/04/2021,0.67,0,,PI,Ribeiro Gonçalves
08/04/2021,1.21,0,,PI,Uruçuí
19/05/2021,1.16,0,,PI,Monte Alegre do Piauí
08/04/2021,0.15,0,,PI,Barras
04/07/2021,1.31,0,,PI,Monte Alegre do Piauí
08/04/2021,1.32,0,,PI,Gilbués
08/04/2021,0.19,0,,PI,Landri Sales
08/04/2021,0.24,0,,PI,Sebastião Leal
08/04/2021,0.16,0,,PI,Sebastião Leal
08/04/2021,0.01,0,,PI,Landri Sales
08/04/2021,4.13,0,,PI,Uruçuí
08/04/2021,1.9,0,,PI,Jerumenha
05/04/2021,1.19,0,,PI,Currais
