viewDate,areaMunKm,areaUcKm,uc,uf,municipio
06/05/2021,0.15,0,,GO,Aragarças
06/05/2021,0.3,0,,GO,Doverlândia
06/05/2021,0.17,0,,GO,Doverlândia
09/07/2021,0.46,0,,GO,Niquelândia
21/07/2021,0.13,0,,GO,Ipameri
06/05/2021,0.41,0,,GO,Santa Rita do Araguaia
22/11/2021,0.44,0,,GO,Itapaci
05/06/2021,0.07,0,,GO,Cristalina
21/05/2021,0.71,0,,GO,Hidrolina
21/05/2021,0.32,0,,GO,Mimoso de Goiás
04/05/2021,0.22,0,,GO,Piranhas
04/05/2021,0.26,0,,GO,Água Fria de Goiás
27/10/2021,0.6,0,,GO,Campo Alegre de Goiás
04/05/2021,0.25,0,,GO,Niquelândia
04/05/2021,0.59,0,,GO,Iaciara
05/09/2021,0.84,0,,GO,Caiapônia
04/05/2021,0.34,0,,GO,Iaciara
04/05/2021,0.24,0,,GO,Corumbá de Goiás
04/05/2021,0.3,0,,GO,Iaciara
04/05/2021,0.39,0,,GO,Niquelândia
04/05/2021,0.46,0,,GO,Fazenda Nova
04/05/2021,0.1,0,,GO,Niquelândia
04/05/2021,0.12,0,,GO,Niquelândia
04/05/2021,0.19,0,,GO,Niquelândia
04/05/2021,0.59,0,,GO,Vila Boa
04/05/2021,0.26,0.26,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Mambaí
04/05/2021,0.25,0,,GO,Nova Crixás
04/05/2021,0.21,0,,GO,Niquelândia
04/05/2021,0.09,0,,GO,Amaralina
21/05/2021,0.06,0,,GO,São Miguel do Araguaia
05/09/2021,0.51,0,,GO,Campo Alegre de Goiás
05/09/2021,0.56,0,,GO,Água Fria de Goiás
05/09/2021,0.18,0,,GO,São João D'aliança
05/09/2021,0.27,0,,GO,Água Fria de Goiás
05/09/2021,0.09,0,,GO,São João D'aliança
05/09/2021,0.31,0,,GO,Niquelândia
05/09/2021,0.49,0,,GO,Montividiu do Norte
27/10/2021,2.79,2.79,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Posse
04/05/2021,0.09,0,,GO,Amaralina
04/05/2021,0.22,0,,GO,São Miguel do Araguaia
04/05/2021,0.16,0,,GO,Amaralina
04/05/2021,0.13,0,,GO,Amaralina
04/05/2021,0.24,0,,GO,São Miguel do Araguaia
21/05/2021,0.06,0,,GO,Porangatu
13/06/2021,0.06,0,,GO,Silvânia
27/05/2021,0.18,0,,GO,Serranópolis
04/06/2021,0.18,0,,GO,Iporá
27/05/2021,0.53,0,,GO,Jataí
13/06/2021,0.56,0,,GO,Caiapônia
04/06/2021,0.4,0,,GO,Diorama
04/05/2021,0.46,0,,GO,São Miguel do Araguaia
04/05/2021,0.05,0,,GO,São Miguel do Araguaia
09/07/2021,0.41,0,,GO,Niquelândia
25/06/2021,0.25,0,,GO,Mara Rosa
27/05/2021,0.21,0,,GO,Mineiros
04/12/2021,0.26,0,,GO,Cavalcante
27/05/2021,0.06,0,,GO,Mineiros
04/05/2021,0.47,0,,GO,Bonópolis
04/05/2021,0.01,0,,GO,Novo Planalto
04/06/2021,0.7,0,,GO,Aragarças
04/05/2021,0.1,0,,GO,Montividiu do Norte
04/05/2021,0.1,0,,GO,Montividiu do Norte
21/05/2021,0.17,0,,GO,Formosa
04/12/2021,0.24,0,,GO,Cavalcante
25/11/2021,1.47,0,,GO,Pirenópolis
04/05/2021,0.29,0,,GO,Bonópolis
04/05/2021,0.12,0,,GO,São Domingos
04/05/2021,0.15,0,,GO,Porangatu
21/05/2021,0.08,0,,GO,Formosa
04/05/2021,0.14,0,,GO,Mundo Novo
04/12/2021,0.38,0,,GO,Santa Rita do Novo Destino
04/05/2021,0.22,0,,GO,Nova Crixás
04/05/2021,0.11,0,,GO,Minaçu
19/09/2021,0.15,0,,GO,Santa Rita do Araguaia
04/05/2021,0.06,0,,GO,Nova Crixás
21/05/2021,0.13,0,,GO,Água Fria de Goiás
04/05/2021,0.06,0,,GO,Nova Crixás
04/05/2021,0.25,0,,GO,Nova Crixás
04/05/2021,0.32,0,,GO,Nova Crixás
04/05/2021,0.25,0,,GO,São Domingos
04/05/2021,0.06,0,,GO,Divinópolis de Goiás
04/05/2021,0.07,0,,GO,São Domingos
04/05/2021,0.12,0,,GO,São Domingos
03/12/2021,1.05,0,,GO,Piranhas
04/05/2021,2.69,0,,GO,Porangatu
28/04/2021,0.18,0,,GO,Pilar de Goiás
28/04/2021,0.18,0,,GO,Mara Rosa
21/10/2021,0.1,0,,GO,Caiapônia
28/04/2021,0.26,0,,GO,Alto Horizonte
28/04/2021,0.45,0,,GO,Niquelândia
21/07/2021,0.4,0,,GO,Goianésia
21/10/2021,0.39,0,,GO,Pirenópolis
21/10/2021,0.07,0,,GO,Edéia
21/10/2021,0.15,0,,GO,Edéia
28/04/2021,0.07,0,,GO,Santa Terezinha de Goiás
21/05/2021,0.15,0,,GO,Porangatu
21/10/2021,0.15,0,,GO,Montividiu do Norte
21/10/2021,0.22,0,,GO,Montividiu do Norte
21/10/2021,0.26,0,,GO,Jaupaci
28/04/2021,0.3,0,,GO,Crixás
21/10/2021,0.19,0,,GO,Campinorte
28/04/2021,0.38,0,,GO,Orizona
21/10/2021,0.21,0,,GO,Caiapônia
21/10/2021,0.13,0,,GO,Aruanã
21/10/2021,0.11,0,,GO,Aruanã
02/09/2021,2.61,0,,GO,Flores de Goiás
21/10/2021,0.15,0,,GO,Aruanã
21/10/2021,0.07,0,,GO,Porangatu
21/10/2021,0.13,0,,GO,Campinorte
02/09/2021,0.39,0,,GO,Cabeceiras
28/04/2021,0.18,0,,GO,Jussara
02/09/2021,0.19,0,,GO,Bom Jardim de Goiás
02/09/2021,0.08,0,,GO,Bom Jardim de Goiás
28/04/2021,0.18,0,,GO,Crixás
02/09/2021,0.14,0,,GO,Luziânia
28/04/2021,0.33,0,,GO,Crixás
28/04/2021,0.4,0,,GO,Campos Verdes
28/04/2021,0.25,0,,GO,Santa Cruz de Goiás
02/09/2021,0.15,0,,GO,Luziânia
28/04/2021,0.43,0,,GO,Santa Fé de Goiás
02/09/2021,0.2,0,,GO,Santa Terezinha de Goiás
28/04/2021,0.21,0,,GO,Caiapônia
02/09/2021,0,0,,GO,Campos Verdes
02/09/2021,0.16,0,,GO,Campos Verdes
02/09/2021,0.31,0,,GO,Luziânia
28/04/2021,0.15,0,,GO,Caiapônia
28/04/2021,0.27,0,,GO,Ipameri
28/04/2021,0.13,0,,GO,Doverlândia
21/05/2021,0.08,0,,GO,Porangatu
02/09/2021,0.25,0,,GO,Cabeceiras
02/09/2021,0.09,0,,GO,Cabeceiras
02/09/2021,0.51,0,,GO,Palestina de Goiás
28/04/2021,0.07,0,,GO,Cristalina
02/09/2021,0.06,0,,GO,Luziânia
02/09/2021,0.04,0,,GO,Cabeceiras
02/09/2021,0.65,0,,GO,Colinas do Sul
28/04/2021,0.27,0,,GO,Orizona
28/04/2021,0.31,0,,GO,Orizona
02/09/2021,0.12,0,,GO,Cabeceiras
28/04/2021,0.22,0,,GO,Luziânia
28/04/2021,0.38,0,,GO,Campinorte
28/04/2021,0.13,0,,GO,Luziânia
02/09/2021,0.31,0,,GO,Serranópolis
28/04/2021,0.29,0,,GO,Caldas Novas
28/04/2021,0.22,0,,GO,Pires do Rio
28/04/2021,0.06,0,,GO,Urutaí
28/04/2021,0.27,0,,GO,Caiapônia
28/04/2021,0.53,0,,GO,Crixás
28/04/2021,0.17,0,,GO,Paraúna
28/04/2021,0.1,0,,GO,Caiapônia
21/05/2021,0.07,0,,GO,Porangatu
28/04/2021,0.17,0,,GO,Caiapônia
28/04/2021,0.12,0,,GO,Caiapônia
28/04/2021,0.34,0,,GO,Caldas Novas
21/05/2021,0.14,0,,GO,Porangatu
02/09/2021,0.61,0,,GO,Flores de Goiás
28/04/2021,0.55,0,,GO,Santa Terezinha de Goiás
28/04/2021,0.07,0,,GO,Orizona
22/04/2021,0.21,0,,GO,Niquelândia
31/08/2021,0.08,0,,GO,Sítio D'abadia
31/08/2021,0.3,0,,GO,São Domingos
07/05/2021,0.2,0,,GO,Nova Roma
31/08/2021,0.2,0,,GO,Sítio D'abadia
22/04/2021,0.34,0,,GO,Pirenópolis
31/08/2021,0.23,0,,GO,Monte Alegre de Goiás
21/05/2021,0.21,0,,GO,Santa Terezinha de Goiás
31/08/2021,0.43,0,,GO,Sítio D'abadia
22/04/2021,0.14,0,,GO,Mara Rosa
22/04/2021,0.15,0,,GO,Pirenópolis
22/04/2021,0.15,0,,GO,Mara Rosa
04/05/2021,0.16,0,,GO,Flores de Goiás
22/04/2021,0.12,0,,GO,Pirenópolis
04/05/2021,0.14,0,,GO,Flores de Goiás
22/04/2021,0.12,0,,GO,Pirenópolis
21/05/2021,0.14,0,,GO,Pilar de Goiás
22/04/2021,0.27,0,,GO,Itarumã
21/07/2021,0.23,0,,GO,Luziânia
22/04/2021,0.2,0,,GO,Mineiros
22/04/2021,0.67,0,,GO,Pirenópolis
22/04/2021,0.35,0,,GO,Porangatu
03/12/2021,1.72,0,,GO,Bom Jardim de Goiás
21/07/2021,0.31,0,,GO,Crixás
22/04/2021,0.96,0,,GO,Nova Crixás
21/05/2021,0.28,0,,GO,São João D'aliança
04/05/2021,0.08,0,,GO,São Domingos
04/05/2021,0.06,0,,GO,São Domingos
21/05/2021,0.26,0,,GO,Iporá
21/05/2021,0.2,0,,GO,Flores de Goiás
21/07/2021,0.36,0,,GO,Santa Rita do Novo Destino
22/04/2021,0.14,0,,GO,Minaçu
14/04/2021,0.42,0,,GO,Planaltina
21/05/2021,0.66,0,,GO,Iporá
21/07/2021,0.21,0,,GO,Itapaci
09/07/2021,0.11,0,,GO,Minaçu
21/07/2021,0,0,,GO,Santa Tereza de Goiás
21/07/2021,0.15,0,,GO,Porangatu
21/07/2021,0.16,0,,GO,Pires do Rio
21/07/2021,0.18,0,,GO,Bela Vista de Goiás
28/08/2021,0.09,0.09,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Mambaí
28/08/2021,0,0,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Jaborandi
14/04/2021,0.1,0,,GO,Planaltina
14/04/2021,0.23,0,,GO,Pilar de Goiás
14/04/2021,0.12,0,,GO,Ipameri
14/04/2021,0.13,0,,GO,Pilar de Goiás
14/04/2021,0.09,0,,GO,Guarinos
14/04/2021,0.24,0,,GO,Ipameri
14/04/2021,0.22,0,,GO,Ipameri
14/04/2021,0.1,0,,GO,São Domingos
14/04/2021,0,0,,GO,Divinópolis de Goiás
14/04/2021,0.24,0.24,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,GO,Planaltina
14/04/2021,0.22,0,,GO,Guarinos
14/04/2021,0.28,0,,GO,Corumbaíba
13/04/2021,0.49,0,,GO,Piranhas
13/04/2021,0.07,0,,GO,Bom Jardim de Goiás
21/07/2021,0.28,0,,GO,Acreúna
14/04/2021,0.11,0,,GO,Catalão
14/04/2021,0.5,0,,GO,Ipameri
28/08/2021,0.31,0,,GO,Monte Alegre de Goiás
14/04/2021,0.12,0,,GO,Caldas Novas
27/08/2021,0.15,0,,GO,Campinaçu
27/08/2021,0.12,0,,GO,Bonópolis
25/06/2021,0.79,0,,GO,Flores de Goiás
15/10/2021,0.32,0.32,ÁREA DE PROTEÇÃO AMBIENTAL DOS MEANDROS DO RIO ARAGUAIA,GO,Nova Crixás
15/10/2021,0.32,0.32,ÁREA DE PROTEÇÃO AMBIENTAL DOS MEANDROS DO RIO ARAGUAIA,GO,Nova Crixás
13/04/2021,0.54,0,,GO,Mineiros
15/10/2021,0.09,0,,GO,Crixás
15/10/2021,0.08,0,,GO,Bonópolis
15/10/2021,0.17,0,,GO,Crixás
15/10/2021,1.1,0,,GO,Britânia
14/04/2021,0.03,0,,GO,Pilar de Goiás
14/04/2021,0.03,0,,GO,Guarinos
27/10/2021,0.49,0,,GO,São Luiz do Norte
14/04/2021,0.35,0,,GO,Ipameri
27/10/2021,0.29,0,,GO,Alvorada do Norte
14/04/2021,0.36,0,,GO,São Domingos
14/04/2021,0.7,0,,GO,São Domingos
21/07/2021,0.12,0,,GO,Luziânia
16/05/2021,0.32,0,,GO,Planaltina
27/10/2021,0.26,0,,GO,Niquelândia
15/10/2021,0.1,0,,GO,São Miguel do Araguaia
27/10/2021,0.31,0,,GO,Niquelândia
25/08/2021,0.33,0,,GO,Ipameri
14/04/2021,0.04,0,,GO,Silvânia
27/10/2021,0.18,0,,GO,Itapaci
27/10/2021,0.16,0,,GO,Niquelândia
27/10/2021,0.38,0,,GO,Niquelândia
27/10/2021,0.08,0,,GO,Niquelândia
25/08/2021,0.23,0,,GO,Alvorada do Norte
25/08/2021,0.26,0,,GO,Flores de Goiás
27/10/2021,0.04,0,,GO,Niquelândia
14/04/2021,0.15,0,,GO,Edéia
25/08/2021,0.27,0,,GO,Corumbá de Goiás
14/04/2021,0.35,0,,GO,Corumbaíba
21/05/2021,0.51,0,,GO,Cavalcante
25/08/2021,0.05,0,,GO,Ipameri
13/04/2021,0.16,0,,GO,Caiapônia
27/10/2021,0.53,0,,GO,Niquelândia
09/07/2021,0.14,0,,GO,Minaçu
13/04/2021,0.05,0,,GO,Baliza
27/10/2021,0.54,0,,GO,Niquelândia
13/04/2021,0.24,0,,GO,Baliza
13/04/2021,0.11,0,,GO,Baliza
22/04/2021,0.1,0,,GO,Mara Rosa
14/04/2021,0.03,0,,GO,Silvânia
09/07/2021,0.08,0,,GO,Niquelândia
13/04/2021,0.18,0,,GO,Baliza
13/04/2021,0.26,0,,GO,Fazenda Nova
13/04/2021,0.07,0,,GO,Perolândia
13/04/2021,0.21,0,,GO,Caiapônia
27/10/2021,0.07,0,,GO,Niquelândia
04/10/2021,0.14,0,,GO,Santa Terezinha de Goiás
27/10/2021,0.25,0,,GO,Niquelândia
13/04/2021,0.12,0,,GO,Baliza
09/07/2021,0.15,0,,GO,Trombas
27/10/2021,0.34,0,,GO,Uruaçu
27/10/2021,0.19,0,,GO,Alto Paraíso de Goiás
13/04/2021,0.08,0,,GO,Caiapônia
25/08/2021,0.14,0,,GO,Ipameri
27/10/2021,0.28,0,,GO,Posse
13/04/2021,0.11,0,,GO,Caiapônia
13/04/2021,0.07,0,,GO,Piranhas
27/10/2021,0.32,0,,GO,Guarani de Goiás
27/10/2021,0.38,0,,GO,Guarani de Goiás
09/07/2021,0.14,0,,GO,Montividiu do Norte
27/10/2021,0.09,0,,GO,Posse
24/08/2021,0.35,0,,GO,Portelândia
27/10/2021,0.38,0,,GO,Campinaçu
27/10/2021,0.11,0.11,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Mambaí
27/10/2021,0.06,0,,GO,Mambaí
27/10/2021,0.25,0,,GO,Cavalcante
22/08/2021,1.27,0,,GO,Flores de Goiás
27/05/2021,0.1,0,,GO,Itapaci
27/05/2021,0.11,0,,GO,Niquelândia
27/05/2021,0.13,0,,GO,Niquelândia
22/08/2021,0.35,0,,GO,Planaltina
22/08/2021,0.11,0,,GO,Padre Bernardo
22/08/2021,0.2,0,,GO,Luziânia
22/08/2021,0.18,0,,GO,Luziânia
13/04/2021,0.68,0,,GO,Baliza
22/08/2021,0.16,0.16,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Mambaí
22/08/2021,0,0,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Jaborandi
22/08/2021,0,0,,GO,Mambaí
22/08/2021,0,0,,GO,Jaborandi
22/08/2021,0.03,0,,GO,São João D'aliança
22/08/2021,0.45,0,,GO,São João D'aliança
22/08/2021,0.44,0,,GO,Padre Bernardo
22/08/2021,0.06,0,,GO,Flores de Goiás
21/05/2021,0.23,0,,GO,Flores de Goiás
22/08/2021,0.51,0,,GO,Luziânia
22/08/2021,0.19,0,,GO,Posse
22/08/2021,0.37,0,,GO,Posse
19/04/2021,0.21,0,,GO,Ivolândia
22/08/2021,0.1,0,,GO,São João D'aliança
22/08/2021,0.4,0,,GO,Estrela do Norte
22/08/2021,0.22,0,,GO,Montividiu do Norte
27/05/2021,0.1,0,,GO,Niquelândia
27/05/2021,0.92,0,,GO,Flores de Goiás
27/05/2021,0.28,0,,GO,Niquelândia
27/05/2021,0.13,0,,GO,Caiapônia
27/05/2021,0.76,0,,GO,Abadiânia
21/08/2021,0.27,0,,GO,Nova Crixás
27/05/2021,0.05,0,,GO,Silvânia
27/10/2021,0.87,0,,GO,Posse
21/08/2021,0.41,0,,GO,Jussara
21/08/2021,0.22,0,,GO,Nova Crixás
21/08/2021,0.07,0,,GO,Caiapônia
27/05/2021,0.1,0,,GO,Caiapônia
21/08/2021,0.09,0,,GO,Caiapônia
11/04/2021,1.58,0,,GO,Niquelândia
22/08/2021,1.3,0,,GO,Campinaçu
07/10/2021,0.72,0,,GO,Cristalina
10/05/2021,0.28,0,,GO,Niquelândia
28/09/2021,0.09,0,,GO,Urutaí
16/05/2021,0.07,0,,GO,Ipameri
03/07/2021,0.32,0,,GO,Mineiros
28/09/2021,0.24,0,,GO,Mineiros
28/09/2021,0.32,0,,GO,Silvânia
28/09/2021,0.15,0,,GO,Cristalina
28/09/2021,0.31,0,,GO,Cristalina
28/09/2021,0.53,0,,GO,Nova Crixás
28/09/2021,0.18,0,,GO,Iaciara
11/04/2021,0.17,0,,GO,Nova Crixás
28/09/2021,0.18,0,,GO,Silvânia
10/05/2021,0.3,0,,GO,Niquelândia
28/09/2021,0.16,0,,GO,Flores de Goiás
28/09/2021,0.32,0,,GO,Flores de Goiás
28/09/2021,0.25,0,,GO,Flores de Goiás
28/09/2021,0.18,0,,GO,Colinas do Sul
11/04/2021,0.5,0,,GO,Corumbá de Goiás
03/07/2021,0.17,0,,GO,Caiapônia
28/09/2021,0.55,0,,GO,Nova Crixás
28/09/2021,0.2,0,,GO,Formosa
28/09/2021,0.13,0,,GO,Nova Crixás
28/09/2021,0.47,0,,GO,Formosa
11/04/2021,0.43,0,,GO,Niquelândia
28/09/2021,0.35,0,,GO,Porangatu
28/09/2021,0.2,0,,GO,Santa Tereza de Goiás
11/04/2021,0.43,0,,GO,Itapirapuã
11/04/2021,0.22,0,,GO,Santa Terezinha de Goiás
28/09/2021,0.58,0,,GO,São João D'aliança
28/09/2021,0.05,0,,GO,Formosa
28/09/2021,0.14,0,,GO,Formosa
28/09/2021,0.05,0,,GO,Santa Tereza de Goiás
11/04/2021,0.62,0,,GO,Iaciara
28/09/2021,0.17,0.17,RESERVA EXTRATIVISTA LAGO DO CEDRO,GO,Aruanã
28/09/2021,0.23,0,,GO,Nova Crixás
07/06/2021,0.25,0,,GO,Crixás
28/09/2021,0.29,0,,GO,Itapaci
19/06/2021,0.74,0,,GO,Serranópolis
21/08/2021,0.18,0,,GO,Nova Crixás
17/04/2021,0.49,0,,GO,Luziânia
10/05/2021,0.15,0,,GO,Niquelândia
28/09/2021,0.13,0,,GO,Água Fria de Goiás
28/09/2021,0.46,0,,GO,Niquelândia
21/07/2021,0.5,0,,GO,Pires do Rio
17/04/2021,0.24,0,,GO,Luziânia
28/09/2021,0.31,0,,GO,Alvorada do Norte
17/04/2021,0.48,0,,GO,Luziânia
25/03/2021,0.05,0,,GO,Sítio D'abadia
25/03/2021,0.63,0,,GO,Nova Roma
09/07/2021,0.22,0,,GO,Nova Crixás
28/09/2021,0.3,0,,GO,Bom Jardim de Goiás
21/07/2021,0.53,0,,GO,Campo Alegre de Goiás
18/07/2021,0.09,0,,GO,Niquelândia
25/03/2021,0.1,0,,GO,Flores de Goiás
21/07/2021,0.25,0,,GO,Água Fria de Goiás
25/03/2021,0.21,0,,GO,Sítio D'abadia
20/01/2021,0.07,0,,GO,Guarani de Goiás
21/07/2021,0.09,0,,GO,Mutunópolis
21/07/2021,0.37,0,,GO,Mutunópolis
17/04/2021,0.4,0,,GO,Luziânia
20/01/2021,0.35,0,,GO,São Miguel do Araguaia
06/05/2021,0.37,0,,GO,Doverlândia
07/06/2021,0.1,0,,GO,Crixás
22/04/2021,1.6,0,,GO,Niquelândia
21/07/2021,0.43,0,,GO,Crixás
07/06/2021,0.09,0,,GO,Crixás
19/08/2021,0.82,0,,GO,Flores de Goiás
21/07/2021,0.33,0,,GO,Nova Crixás
21/07/2021,0.54,0,,GO,Nova Crixás
06/05/2021,0.33,0,,GO,Bom Jardim de Goiás
06/05/2021,0,0,,GO,Aragarças
07/06/2021,0.21,0,,GO,Doverlândia
19/08/2021,0.19,0,,GO,Luziânia
22/04/2021,0.7,0,,GO,Minaçu
06/05/2021,0.42,0,,GO,Doverlândia
07/06/2021,0.14,0,,GO,Crixás
19/08/2021,0.57,0,,GO,Guarinos
19/08/2021,0.24,0,,GO,Alvorada do Norte
09/07/2021,0.15,0,,GO,Niquelândia
21/07/2021,0.18,0,,GO,Crixás
19/08/2021,0.16,0,,GO,Santa Terezinha de Goiás
19/08/2021,0.11,0,,GO,Guarinos
19/08/2021,0.07,0,,GO,Guarinos
09/07/2021,0.54,0,,GO,Niquelândia
21/07/2021,0.17,0,,GO,Nova Crixás
06/05/2021,0.46,0,,GO,Aragarças
13/10/2021,0.21,0,,GO,Piracanjuba
21/05/2021,0.1,0,,GO,Flores de Goiás
28/09/2021,1.03,0,,GO,Flores de Goiás
28/09/2021,1.1,0,,GO,Crixás
03/12/2021,0.46,0,,GO,Bom Jardim de Goiás
21/05/2021,0.12,0,,GO,São Domingos
13/06/2021,0.2,0,,GO,Silvânia
21/07/2021,0.24,0,,GO,Campo Alegre de Goiás
09/05/2021,0.2,0,,GO,Doverlândia
03/07/2021,0.15,0,,GO,Caiapônia
07/10/2021,0.14,0,,GO,Porangatu
09/07/2021,0.2,0,,GO,Niquelândia
21/07/2021,0.1,0,,GO,Paraúna
23/01/2021,0.19,0,,GO,Planaltina
07/10/2021,0.44,0,,GO,Nova Crixás
04/05/2021,1.48,0,,GO,Caiapônia
09/07/2021,0.23,0,,GO,Niquelândia
23/01/2021,0.26,0,,GO,Planaltina
22/04/2021,0.51,0,,GO,Nova Crixás
25/03/2021,0.09,0,,GO,Flores de Goiás
04/05/2021,0.15,0,,GO,Minaçu
25/03/2021,0.1,0,,GO,Flores de Goiás
03/07/2021,0.28,0,,GO,Mineiros
13/04/2021,0.51,0,,GO,Jussara
04/05/2021,0.04,0,,GO,Minaçu
22/04/2021,0.78,0,,GO,Montes Claros de Goiás
19/06/2021,0.09,0,,GO,Serranópolis
04/05/2021,0.21,0,,GO,Formosa
03/07/2021,0.15,0,,GO,Mineiros
04/05/2021,0.4,0,,GO,Formosa
21/07/2021,0.25,0,,GO,Aurilândia
21/07/2021,0.08,0,,GO,Crixás
21/07/2021,0.04,0,,GO,Uirapuru
14/04/2021,0.03,0,,GO,Guarinos
22/04/2021,0.4,0,,GO,Mara Rosa
21/07/2021,0.08,0,,GO,Uirapuru
07/10/2021,0.12,0,,GO,Iaciara
21/07/2021,0.25,0,,GO,Uirapuru
05/08/2021,0.65,0,,GO,Posse
21/07/2021,0.15,0,,GO,Uirapuru
21/07/2021,0.15,0,,GO,Crixás
05/08/2021,0.23,0,,GO,Cabeceiras
05/08/2021,0.89,0,,GO,Posse
21/07/2021,0.11,0,,GO,Mara Rosa
21/07/2021,0.14,0,,GO,Mara Rosa
21/07/2021,0.12,0,,GO,Mara Rosa
21/07/2021,0.1,0,,GO,Aurilândia
21/07/2021,0.05,0,,GO,Mara Rosa
21/07/2021,0.08,0,,GO,Santa Terezinha de Goiás
21/07/2021,0.11,0,,GO,Nova Crixás
21/07/2021,0.12,0,,GO,Santa Terezinha de Goiás
21/07/2021,0.22,0,,GO,Nova Crixás
03/12/2021,0.31,0,,GO,Bom Jardim de Goiás
21/07/2021,0.87,0,,GO,Nova Roma
03/12/2021,0.44,0,,GO,Baliza
21/07/2021,0.16,0,,GO,Caiapônia
21/07/2021,0.13,0,,GO,Caiapônia
18/05/2021,0.04,0,,GO,Niquelândia
27/10/2021,0.2,0.2,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,GO,Mambaí
21/07/2021,0.18,0,,GO,Caiapônia
16/08/2021,0.77,0,,GO,Posse
27/10/2021,0.19,0,,GO,Guarani de Goiás
09/07/2021,0.12,0,,GO,Nova Crixás
27/10/2021,0.1,0,,GO,Niquelândia
28/09/2021,0.19,0,,GO,Monte Alegre de Goiás
04/08/2021,0.49,0,,GO,Niquelândia
21/07/2021,1.11,0,,GO,Formosa
04/08/2021,0.39,0,,GO,Colinas do Sul
23/09/2021,0.35,0,,GO,Catalão
21/07/2021,2.95,0,,GO,Flores de Goiás
04/08/2021,0.12,0,,GO,Mara Rosa
25/03/2021,0.88,0,,GO,São Domingos
02/06/2021,0.12,0,,GO,São Domingos
04/08/2021,0.2,0,,GO,Santa Tereza de Goiás
04/08/2021,0.11,0,,GO,Campos Verdes
09/07/2021,0.17,0,,GO,Nova Crixás
01/10/2021,0.44,0,,GO,Pirenópolis
21/07/2021,0.99,0,,GO,Luziânia
13/08/2021,0.57,0,,GO,Cristalina
23/01/2021,0.13,0,,GO,Campinorte
23/01/2021,0.09,0,,GO,Campinorte
01/10/2021,0.25,0,,GO,Pirenópolis
20/01/2021,0.16,0,,GO,Luziânia
20/01/2021,0.21,0,,GO,Silvânia
21/05/2021,0.24,0,,GO,Vila Boa
07/08/2021,0.42,0,,GO,Portelândia
16/05/2021,0.48,0,,GO,Ipameri
02/06/2021,0.17,0,,GO,Cristalina
02/06/2021,0.04,0,,GO,Cristalina
01/10/2021,0.11,0,,GO,Mineiros
02/06/2021,0.22,0,,GO,Cristalina
13/08/2021,0.5,0,,GO,Niquelândia
01/10/2021,0.19,0,,GO,Pirenópolis
16/08/2021,0.46,0,,GO,Flores de Goiás
09/01/2021,0.37,0,,GO,Vila Boa
06/01/2021,0.42,0,,GO,Cavalcante
07/08/2021,0.13,0,,GO,Serranópolis
02/06/2021,0.15,0,,GO,Ipameri
07/08/2021,0.16,0,,GO,Serranópolis
02/06/2021,0.33,0,,GO,Cristalina
01/07/2021,0.9,0,,GO,Monte Alegre de Goiás
02/06/2021,0.1,0,,GO,Cristalina
02/06/2021,0.3,0,,GO,Cristalina
02/08/2021,0.39,0,,GO,Formosa
02/08/2021,0.09,0,,GO,São João D'aliança
02/08/2021,0.17,0,,GO,São João D'aliança
02/08/2021,0.19,0,,GO,São João D'aliança
02/08/2021,0.09,0,,GO,Água Fria de Goiás
02/08/2021,0.22,0,,GO,Ipameri
02/08/2021,0.06,0,,GO,Água Fria de Goiás
02/08/2021,0.13,0,,GO,São João D'aliança
02/08/2021,0.38,0,,GO,Ipameri
02/08/2021,0.15,0,,GO,Niquelândia
27/10/2021,0.64,0,,GO,Sítio D'abadia
02/08/2021,0.26,0,,GO,Guarani de Goiás
09/07/2021,0.03,0,,GO,Niquelândia
06/01/2021,0.06,0,,GO,Cavalcante
01/08/2021,0.08,0,,GO,Campinaçu
01/08/2021,0.17,0,,GO,Campinaçu
01/08/2021,0.18,0,,GO,Faina
01/08/2021,0.25,0,,GO,Barro Alto
21/07/2021,0.3,0,,GO,Mutunópolis
01/08/2021,0.23,0,,GO,Nova Crixás
01/08/2021,0.25,0,,GO,Araguapaz
01/08/2021,0.25,0,,GO,Jussara
09/07/2021,0.24,0,,GO,Niquelândia
01/08/2021,0.48,0,,GO,Caiapônia
15/05/2021,0.03,0,,GO,Mara Rosa
01/08/2021,0.33,0,,GO,Baliza
01/08/2021,0.35,0,,GO,Baliza
01/08/2021,0.33,0,,GO,Porangatu
15/05/2021,0.2,0,,GO,Fazenda Nova
